Year,Month,Airline Code,Airline,Total Noise Exceedances,Total Operations per Month,Exceedances per 1000 Operations,Noise Exceedance Quality Rating Score,Noise Exceedance Rating
2008,August,KLM,KLM ROYAL DUTCH AIRLINES,1,58,17,9.94,9.94
2008,August,FFT,FRONTIER AIRLINES,6,342,18,9.93,9.93
2008,August,EIN,AER LINGUS,1,52,19,9.93,9.93
2008,August,VNR,AVANTAIR,1,52,19,9.93,9.93
2008,August,SWA,SOUTHWEST AIRLINES,43,2140,20,9.93,9.93
2008,August,USA,US AIRWAYS,10,487,21,9.92,9.92
2008,August,JBU,JETBLUE,7,310,23,9.92,9.92
2008,August,BAW,BRITISH AIRWAYS,3,121,25,9.91,9.91
2008,August,AAL,AMERICAN AIRLINES,58,2021,29,9.89,9.89
2008,August,DAL,DELTA AIRLINES,25,858,29,9.89,9.89
2008,August,HAL,HAWAIIAN AIRLINES,2,66,30,9.89,9.89
2008,August,ASA,ALASKA AIRLINES,35,1081,32,9.88,9.88
2008,August,AWE,US AIRWAYS,25,767,33,9.88,9.88
2008,August,ANZ,AIR NEW ZEALAND,2,53,38,9.86,9.86
2008,August,DLH,LUFTHANSA,5,120,42,9.85,9.85
2008,August,NWA,NORTHWEST AIRLINES,32,764,42,9.84,9.84
2008,August,TAG,TAG AVIATION,1,22,45,9.83,9.83
2008,August,JAI,JET AIRWAYS,2,42,48,9.82,9.82
2008,August,UAL,UNITED AIRLINES,452,8999,50,9.81,9.81
2008,August,COA,CONTINENTAL AIR LINES,48,895,54,9.8,9.80
2008,August,AAY,ALLEGIANT AIR,1,18,56,9.79,9.79
2008,August,TRS,AIRTRAN AIRWAYS,22,333,66,9.76,9.76
2008,August,JAL,JAPAN AIRLINES,5,72,69,9.74,9.74
2008,August,CCA,AIR CHINA,4,56,71,9.74,9.74
2008,August,LRE,ERROR: #N/A,1,14,71,9.74,9.74
2008,August,TAI,TACA INTERNATIONAL AIRLINES,7,70,100,9.63,9.63
2008,August,SCX,SUN COUNTRY,9,61,148,9.45,9.45
2008,August,ABX,AIRBORNE EXPRESS,26,138,188,9.3,9.30
2008,August,CKK,CHINA CARGO AIRLINES,5,21,238,9.12,9.12
2008,August,NCA,NIPPON CARGO AIRLINES,11,36,306,8.87,8.87
2008,August,FDX,FEDERAL EXPRESS,83,131,634,7.65,7.65
2008,August,EVA,EVA AIRWAYS,69,108,639,7.63,7.63
2008,August,RIV,ERROR: #N/A,3,4,750,7.22,7.22
2008,August,KKA,ERROR: #N/A,1,1,1000,6.29,6.29
2008,August,KAL,KOREAN AIR,120,103,1165,5.68,5.68
2008,August,CPA,CATHAY PACIFIC AIRWAYS,232,148,1568,4.19,4.19
2008,August,AAR,ASIANA AIRLINES,125,78,1603,4.06,4.06
2008,August,CAL,CHINA AIRLINES,171,96,1781,3.4,3.40
2008,August,SIA,SINGAPORE AIRLINES,208,108,1926,2.86,2.86
2008,August,QFA,QANTAS AIRWAYS,113,46,2457,0.9,0.90
2008,August,PAL,PHILIPPINE AIRLINES,170,63,2698,0,-0.00
2008,September,EJA,NETJETS AVIATION,1,507,2,9.99,9.99
2008,September,SKW,SKYWEST,24,6922,3,9.99,9.99
2008,September,EGF,AMERICAN AIRLINES EAGLE,1,276,4,9.98,9.98
2008,September,ACA,AIR CANADA,3,541,6,9.98,9.98
2008,September,AWE,US AIRWAYS,4,532,8,9.97,9.97
2008,September,SWA,SOUTHWEST AIRLINES,19,2230,9,9.96,9.96
2008,September,OPT,FLIGHT OPTIONS,1,103,10,9.96,9.96
2008,September,COA,CONTINENTAL AIR LINES,7,699,10,9.96,9.96
2008,September,USA,US AIRWAYS,6,580,10,9.96,9.96
2008,September,FFT,FRONTIER AIRLINES,3,236,13,9.95,9.95
2008,September,DAL,DELTA AIRLINES,10,705,14,9.94,9.94
2008,September,VRD,VIRGIN AMERICA,22,1388,16,9.93,9.93
2008,September,VIR,VIRGIN ATLANTIC,1,60,17,9.93,9.93
2008,September,AFR,AIR FRANCE,1,59,17,9.93,9.93
2008,September,HAL,HAWAIIAN AIRLINES,1,59,17,9.93,9.93
2008,September,DLH,LUFTHANSA,2,118,17,9.93,9.93
2008,September,JBU,JETBLUE,4,235,17,9.93,9.93
2008,September,TAG,TAG AVIATION,1,40,25,9.9,9.90
2008,September,BAW,BRITISH AIRWAYS,3,119,25,9.89,9.89
2008,September,AAL,AMERICAN AIRLINES,49,1933,25,9.89,9.89
2008,September,MXA,MEXICANA,3,117,26,9.89,9.89
2008,September,ASA,ALASKA AIRLINES,24,899,27,9.89,9.89
2008,September,NWA,NORTHWEST AIRLINES,18,617,29,9.88,9.88
2008,September,JAL,JAPAN AIRLINES,2,65,31,9.87,9.87
2008,September,JAI,JET AIRWAYS,1,30,33,9.86,9.86
2008,September,VNR,AVANTAIR,2,57,35,9.85,9.85
2008,September,UAL,UNITED AIRLINES,295,7646,39,9.84,9.84
2008,September,ANZ,AIR NEW ZEALAND,3,59,51,9.79,9.79
2008,September,ABX,AIRBORNE EXPRESS,12,131,92,9.62,9.62
2008,September,TAI,TACA INTERNATIONAL AIRLINES,7,60,100,9.51,9.51
2008,September,NCA,NIPPON CARGO AIRLINES,8,54,117,9.38,9.38
2008,September,KAL,KOREAN AIR,29,73,148,8.34,8.34
2008,September,FDX,FEDERAL EXPRESS,57,123,397,8.07,8.07
2008,September,EVA,EVA AIRWAYS,40,77,463,7.83,7.83
2008,September,CKK,CHINA CARGO AIRLINES,14,24,500,7.56,7.56
2008,September,AAR,ASIANA AIRLINES,76,74,519,5.71,5.71
2008,September,CPA,CATHAY PACIFIC AIRWAYS,186,140,583,4.45,4.45
2008,September,SOO,SOUTHERN AIR,11,8,1027,4.26,4.26
2008,September,CAL,CHINA AIRLINES,120,75,1329,3.32,3.32
2008,September,SIA,SINGAPORE AIRLINES,180,103,1375,2.7,2.70
2008,September,PAL,PHILIPPINE AIRLINES,116,59,1966,1.79,1.79
2008,September,QFA,QANTAS AIRWAYS,103,43,2395,0,-0.00
2008,October,SKW,SKYWEST,26,7171,4,9.98,9.98
2008,October,JBU,JETBLUE,1,238,4,9.98,9.98
2008,October,AWE,US AIRWAYS,5,1134,4,9.98,9.98
2008,October,SWA,SOUTHWEST AIRLINES,15,2317,6,9.97,9.97
2008,October,COA,CONTINENTAL AIR LINES,5,737,7,9.97,9.97
2008,October,BAW,BRITISH AIRWAYS,1,124,8,9.96,9.96
2008,October,ACA,AIR CANADA,4,438,9,9.96,9.96
2008,October,DAL,DELTA AIRLINES,8,717,11,9.95,9.95
2008,October,VRD,VIRGIN AMERICA,17,1439,12,9.95,9.95
2008,October,FFT,FRONTIER AIRLINES,3,239,13,9.94,9.94
2008,October,KLM,KLM ROYAL DUTCH AIRLINES,1,61,16,9.92,9.92
2008,October,CCA,AIR CHINA,1,58,17,9.92,9.92
2008,October,ASA,ALASKA AIRLINES,18,949,19,9.91,9.91
2008,October,AAL,AMERICAN AIRLINES,48,2029,24,9.89,9.89
2008,October,NWA,NORTHWEST AIRLINES,16,637,25,9.88,9.88
2008,October,HAL,HAWAIIAN AIRLINES,2,67,30,9.86,9.86
2008,October,JAI,JET AIRWAYS,1,33,30,9.86,9.86
2008,October,AFR,AIR FRANCE,2,62,32,9.85,9.85
2008,October,DLH,LUFTHANSA,4,124,32,9.85,9.85
2008,October,ANZ,AIR NEW ZEALAND,2,58,34,9.84,9.84
2008,October,UAL,UNITED AIRLINES,307,7959,39,9.82,9.82
2008,October,ABX,AIRBORNE EXPRESS,6,142,42,9.8,9.80
2008,October,MXA,MEXICANA,8,123,65,9.7,9.70
2008,October,TAI,TACA INTERNATIONAL AIRLINES,6,58,103,9.52,9.52
2008,October,NCA,NIPPON CARGO AIRLINES,7,51,137,9.36,9.36
2008,October,KAL,KOREAN AIR,22,76,289,8.66,8.66
2008,October,EVA,EVA AIRWAYS,33,96,344,8.41,8.41
2008,October,FDX,FEDERAL EXPRESS,50,136,368,8.3,8.30
2008,October,OMA,OMAN AIR,2,5,400,8.15,8.15
2008,October,KFS,KALITTA AIR,1,2,500,7.68,7.68
2008,October,AAR,ASIANA AIRLINES,66,82,805,6.27,6.27
2008,October,CKK,CHINA CARGO AIRLINES,20,22,909,5.79,5.79
2008,October,CAL,CHINA AIRLINES,126,98,1286,4.04,4.04
2008,October,CPA,CATHAY PACIFIC AIRWAYS,235,152,1546,2.84,2.84
2008,October,SIA,SINGAPORE AIRLINES,186,110,1691,2.17,2.17
2008,October,PAL,PHILIPPINE AIRLINES,124,58,2138,0.1,0.10
2008,October,QFA,QANTAS AIRWAYS,95,44,2159,0,-0.00
2008,November,SKW,SKYWEST,21,6531,3,9.99,9.99
2008,November,EGF,AMERICAN AIRLINES EAGLE,1,280,4,9.99,9.99
2008,November,ACA,AIR CANADA,2,374,5,9.98,9.98
2008,November,JBU,JETBLUE,2,294,7,9.97,9.97
2008,November,DLH,LUFTHANSA,1,118,8,9.97,9.97
2008,November,AWE,US AIRWAYS,9,1050,9,9.97,9.97
2008,November,DAL,DELTA AIRLINES,8,683,12,9.95,9.95
2008,November,SWA,SOUTHWEST AIRLINES,30,2176,14,9.95,9.95
2008,November,AFR,AIR FRANCE,1,57,18,9.93,9.93
2008,November,VRD,VIRGIN AMERICA,31,1461,21,9.92,9.92
2008,November,FFT,FRONTIER AIRLINES,5,232,22,9.92,9.92
2008,November,COA,CONTINENTAL AIR LINES,16,674,24,9.91,9.91
2008,November,QXE,HORIZON AIR,4,166,24,9.91,9.91
2008,November,ASA,ALASKA AIRLINES,25,897,28,9.89,9.89
2008,November,AAL,AMERICAN AIRLINES,60,1815,33,9.87,9.87
2008,November,TAI,TACA INTERNATIONAL AIRLINES,2,60,33,9.87,9.87
2008,November,NWA,NORTHWEST AIRLINES,26,588,44,9.83,9.83
2008,November,UAL,UNITED AIRLINES,339,7254,47,9.82,9.82
2008,November,MXA,MEXICANA,8,161,50,9.81,9.81
2008,November,BAW,BRITISH AIRWAYS,7,110,64,9.75,9.75
2008,November,SCX,SUN COUNTRY,1,13,77,9.7,9.70
2008,November,AAY,ALLEGIANT AIR,2,20,100,9.61,9.61
2008,November,ABX,AIRBORNE EXPRESS,13,125,104,9.6,9.60
2008,November,GTI,ATLAS AIR,1,4,250,9.04,9.04
2008,November,EVA,EVA AIRWAYS,33,94,351,8.65,8.65
2008,November,FDX,FEDERAL EXPRESS,48,122,393,8.48,8.48
2008,November,KAL,KOREAN AIR,35,82,427,8.35,8.35
2008,November,NCA,NIPPON CARGO AIRLINES,22,48,458,8.23,8.23
2008,November,AAR,ASIANA AIRLINES,53,77,688,7.34,7.34
2008,November,PAL,PHILIPPINE AIRLINES,58,60,967,6.27,6.27
2008,November,CKK,CHINA CARGO AIRLINES,37,36,1028,6.03,6.03
2008,November,CPA,CATHAY PACIFIC AIRWAYS,233,146,1596,3.84,3.84
2008,November,CAL,CHINA AIRLINES,174,86,2023,2.19,2.19
2008,November,SIA,SINGAPORE AIRLINES,213,98,2173,1.61,1.61
2008,November,QFA,QANTAS AIRWAYS,114,44,2591,0,0.00
2008,December,SKW,SKYWEST,28,6635,4,9.98,9.98
2008,December,QXE,HORIZON AIR,1,166,6,9.98,9.98
2008,December,AWE,US AIRWAYS,14,1077,13,9.95,9.95
2008,December,JAL,JAPAN AIRLINES,1,64,16,9.94,9.94
2008,December,ANZ,AIR NEW ZEALAND,1,62,16,9.94,9.94
2008,December,DAL,DELTA AIRLINES,12,743,16,9.94,9.94
2008,December,AFR,AIR FRANCE,1,60,17,9.94,9.94
2008,December,DLH,LUFTHANSA,2,112,18,9.93,9.93
2008,December,SWA,SOUTHWEST AIRLINES,42,2268,19,9.93,9.93
2008,December,ACA,AIR CANADA,8,409,20,9.92,9.92
2008,December,CCA,AIR CHINA,1,39,26,9.9,9.90
2008,December,FFT,FRONTIER AIRLINES,7,243,29,9.89,9.89
2008,December,EIN,AER LINGUS,1,34,29,9.89,9.89
2008,December,COA,CONTINENTAL AIR LINES,22,743,30,9.88,9.88
2008,December,TRS,AIRTRAN AIRWAYS,2,64,31,9.88,9.88
2008,December,VIR,VIRGIN ATLANTIC,2,60,33,9.87,9.87
2008,December,VRD,VIRGIN AMERICA,51,1520,34,9.87,9.87
2008,December,ASA,ALASKA AIRLINES,33,896,37,9.86,9.86
2008,December,JBU,JETBLUE,12,305,39,9.85,9.85
2008,December,NWA,NORTHWEST AIRLINES,29,613,47,9.82,9.82
2008,December,KLM,KLM ROYAL DUTCH AIRLINES,3,62,48,9.81,9.81
2008,December,UAL,UNITED AIRLINES,387,7658,51,9.8,9.80
2008,December,BAW,BRITISH AIRWAYS,7,120,58,9.77,9.77
2008,December,AAL,AMERICAN AIRLINES,109,1865,58,9.77,9.77
2008,December,TAI,TACA INTERNATIONAL AIRLINES,6,87,69,9.73,9.73
2008,December,MXA,MEXICANA,16,196,82,9.68,9.68
2008,December,PAL,PHILIPPINE AIRLINES,7,66,106,9.59,9.59
2008,December,SCX,SUN COUNTRY,5,42,119,9.54,9.54
2008,December,ABX,AIRBORNE EXPRESS,14,96,146,9.43,9.43
2008,December,FDX,FEDERAL EXPRESS,42,154,273,8.94,8.94
2008,December,NCA,NIPPON CARGO AIRLINES,12,38,316,8.77,8.77
2008,December,KAL,KOREAN AIR,35,97,361,8.59,8.59
2008,December,EVA,EVA AIRWAYS,50,103,485,8.11,8.11
2008,December,AAR,ASIANA AIRLINES,54,78,692,7.3,7.30
2008,December,CPA,CATHAY PACIFIC AIRWAYS,230,146,1575,3.86,3.86
2008,December,SIA,SINGAPORE AIRLINES,192,108,1778,3.07,3.07
2008,December,CKK,CHINA CARGO AIRLINES,60,31,1935,2.45,2.45
2008,December,QFA,QANTAS AIRWAYS,104,44,2364,0.79,0.79
2008,December,CAL,CHINA AIRLINES,218,85,2565,0,0.00
2009,January,EJA,NETJETS AVIATION,1,476,2,9.99,9.99
2009,January,SKW,SKYWEST,14,6892,2,9.99,9.99
2009,January,AWE,US AIRWAYS,6,984,6,9.98,9.98
2009,January,SWA,SOUTHWEST AIRLINES,22,2273,10,9.97,9.97
2009,January,DAL,DELTA AIRLINES,8,721,11,9.96,9.96
2009,January,FFT,FRONTIER AIRLINES,3,240,13,9.96,9.96
2009,January,COA,CONTINENTAL AIR LINES,10,700,14,9.95,9.95
2009,January,ACA,AIR CANADA,6,384,16,9.94,9.94
2009,January,ANZ,AIR NEW ZEALAND,1,62,16,9.94,9.94
2009,January,ANA,ALL NIPPON AIRWAYS,1,62,16,9.94,9.94
2009,January,BAW,BRITISH AIRWAYS,2,124,16,9.94,9.94
2009,January,JAL,JAPAN AIRLINES,1,62,16,9.94,9.94
2009,January,QXE,HORIZON AIR,3,171,18,9.94,9.94
2009,January,ASA,ALASKA AIRLINES,16,884,18,9.93,9.93
2009,January,JBU,JETBLUE,6,309,19,9.93,9.93
2009,January,VRD,VIRGIN AMERICA,32,1508,21,9.92,9.92
2009,January,EIN,AER LINGUS,1,34,29,9.89,9.89
2009,January,AAL,AMERICAN AIRLINES,64,1851,35,9.88,9.88
2009,January,NWA,NORTHWEST AIRLINES,22,608,36,9.87,9.87
2009,January,UAL,UNITED AIRLINES,333,7218,46,9.83,9.83
2009,January,MXA,MEXICANA,10,193,52,9.81,9.81
2009,January,TAI,TACA INTERNATIONAL AIRLINES,4,77,52,9.81,9.81
2009,January,ABX,AIRBORNE EXPRESS,13,170,76,9.72,9.72
2009,January,HAL,HAWAIIAN AIRLINES,5,65,77,9.72,9.72
2009,January,SCX,SUN COUNTRY,1,9,111,9.6,9.60
2009,January,NCA,NIPPON CARGO AIRLINES,7,41,171,9.39,9.39
2009,January,KAL,KOREAN AIR,23,98,235,9.16,9.16
2009,January,FDX,FEDERAL EXPRESS,44,127,346,8.75,8.75
2009,January,EVA,EVA AIRWAYS,43,103,417,8.5,8.50
2009,January,AAR,ASIANA AIRLINES,39,82,476,8.29,8.29
2009,January,PAL,PHILIPPINE AIRLINES,39,66,591,7.87,7.87
2009,January,SIA,SINGAPORE AIRLINES,107,106,1009,6.37,6.37
2009,January,CKK,CHINA CARGO AIRLINES,23,20,1150,5.86,5.86
2009,January,CPA,CATHAY PACIFIC AIRWAYS,217,134,1619,4.17,4.17
2009,January,QFA,QANTAS AIRWAYS,107,42,2548,0.83,0.83
2009,January,CAL,CHINA AIRLINES,225,81,2778,0,0.00
2009,February,EJA,NETJETS AVIATION,1,343,3,9.99,9.99
2009,February,SKW,SKYWEST,17,6148,3,9.99,9.99
2009,February,FFT,FRONTIER AIRLINES,2,215,9,9.96,9.96
2009,February,DLH,LUFTHANSA,1,113,9,9.96,9.96
2009,February,AWE,US AIRWAYS,11,889,12,9.95,9.95
2009,February,ACA,AIR CANADA,6,351,17,9.93,9.93
2009,February,ANA,ALL NIPPON AIRWAYS,1,56,18,9.93,9.93
2009,February,COA,CONTINENTAL AIR LINES,11,667,16,9.93,9.93
2009,February,OPT,FLIGHT OPTIONS,1,58,17,9.93,9.93
2009,February,JBU,JETBLUE,5,278,18,9.92,9.92
2009,February,SWA,SOUTHWEST AIRLINES,39,2093,19,9.92,9.92
2009,February,CCA,AIR CHINA,1,40,25,9.9,9.90
2009,February,ASA,ALASKA AIRLINES,20,818,24,9.9,9.90
2009,February,DAL,DELTA AIRLINES,16,695,23,9.9,9.90
2009,February,QXE,HORIZON AIR,4,156,26,9.89,9.89
2009,February,VRD,VIRGIN AMERICA,40,1452,28,9.88,9.88
2009,February,MXA,MEXICANA,6,192,31,9.87,9.87
2009,February,NWA,NORTHWEST AIRLINES,21,549,38,9.84,9.84
2009,February,UAL,UNITED AIRLINES,283,6781,42,9.83,9.83
2009,February,AAL,AMERICAN AIRLINES,74,1683,44,9.82,9.82
2009,February,TAI,TACA INTERNATIONAL AIRLINES,3,57,53,9.78,9.78
2009,February,BAW,BRITISH AIRWAYS,6,102,59,9.75,9.75
2009,February,TRS,AIRTRAN AIRWAYS,4,60,67,9.72,9.72
2009,February,NCA,NIPPON CARGO AIRLINES,5,40,125,9.48,9.48
2009,February,ABX,AIRBORNE EXPRESS,22,165,133,9.44,9.44
2009,February,EVA,EVA AIRWAYS,12,80,150,9.37,9.37
2009,February,AMX,AEROMEXICO,6,35,171,9.28,9.28
2009,February,KAL,KOREAN AIR,20,95,211,9.12,9.12
2009,February,SIA,SINGAPORE AIRLINES,29,110,264,8.9,8.90
2009,February,AAR,ASIANA AIRLINES,27,88,307,8.72,8.72
2009,February,FDX,FEDERAL EXPRESS,37,118,314,8.69,8.69
2009,February,PAL,PHILIPPINE AIRLINES,51,57,895,6.25,6.25
2009,February,CPA,CATHAY PACIFIC AIRWAYS,139,100,1390,4.18,4.18
2009,February,CKK,CHINA CARGO AIRLINES,29,18,1611,3.26,3.26
2009,February,CAL,CHINA AIRLINES,125,66,1894,2.07,2.07
2009,February,QFA,QANTAS AIRWAYS,86,36,2389,0,0.00
2009,March,EJA,NETJETS AVIATION,1,386,3,9.99,9.99
2009,March,SKW,SKYWEST,40,7129,6,9.98,9.98
2009,March,VIR,VIRGIN ATLANTIC,1,63,16,9.93,9.93
2009,March,FFT,FRONTIER AIRLINES,4,245,16,9.93,9.93
2009,March,MEP,MIDWEST AIRLINES,1,60,17,9.93,9.93
2009,March,VNR,AVANTAIR,1,58,17,9.93,9.93
2009,March,JBU,JETBLUE,6,313,19,9.92,9.92
2009,March,QXE,HORIZON AIR,4,177,23,9.9,9.90
2009,March,AWE,US AIRWAYS,24,1048,23,9.9,9.90
2009,March,SWA,SOUTHWEST AIRLINES,57,2385,24,9.9,9.90
2009,March,VRD,VIRGIN AMERICA,44,1764,25,9.89,9.89
2009,March,ACA,AIR CANADA,10,398,25,9.89,9.89
2009,March,DAL,DELTA AIRLINES,25,788,32,9.86,9.86
2009,March,AFR,AIR FRANCE,2,59,34,9.85,9.85
2009,March,ASA,ALASKA AIRLINES,32,924,35,9.85,9.85
2009,March,KLM,KLM ROYAL DUTCH AIRLINES,2,55,36,9.84,9.84
2009,March,MXA,MEXICANA,9,214,42,9.82,9.82
2009,March,COA,CONTINENTAL AIR LINES,32,757,42,9.82,9.82
2009,March,ANZ,AIR NEW ZEALAND,2,46,43,9.81,9.81
2009,March,HAL,HAWAIIAN AIRLINES,3,64,47,9.8,9.80
2009,March,NWA,NORTHWEST AIRLINES,31,626,50,9.79,9.79
2009,March,UAL,UNITED AIRLINES,419,7924,53,9.77,9.77
2009,March,BAW,BRITISH AIRWAYS,8,125,64,9.72,9.72
2009,March,CCA,AIR CHINA,3,44,68,9.7,9.70
2009,March,AAL,AMERICAN AIRLINES,155,1923,81,9.65,9.65
2009,March,TRS,AIRTRAN AIRWAYS,5,62,81,9.65,9.65
2009,March,DLH,LUFTHANSA,12,126,95,9.59,9.59
2009,March,ABX,AIRBORNE EXPRESS,25,176,142,9.38,9.38
2009,March,AMX,AEROMEXICO,11,63,175,9.24,9.24
2009,March,TAI,TACA INTERNATIONAL AIRLINES,15,61,246,8.94,8.94
2009,March,SIA,SINGAPORE AIRLINES,37,126,294,8.73,8.73
2009,March,NCA,NIPPON CARGO AIRLINES,19,60,317,8.63,8.63
2009,March,FDX,FEDERAL EXPRESS,48,135,356,8.46,8.46
2009,March,KAL,KOREAN AIR,45,111,405,8.24,8.24
2009,March,EVA,EVA AIRWAYS,41,95,432,8.13,8.13
2009,March,JDC,JOHN DEERE,1,2,500,7.84,7.84
2009,March,TNO,AEROUNION,1,1,1000,5.67,5.67
2009,March,CKS,KALITTA AIR,4,4,1000,5.67,5.67
2009,March,AAR,ASIANA AIRLINES,103,93,1108,5.2,5.20
2009,March,SOO,SOUTHERN AIR,10,8,1250,4.59,4.59
2009,March,CPA,CATHAY PACIFIC AIRWAYS,244,127,1921,1.68,1.68
2009,March,PAL,PHILIPPINE AIRLINES,126,65,1938,1.61,1.61
2009,March,CAL,CHINA AIRLINES,231,103,2243,0.29,0.29
2009,March,QFA,QANTAS AIRWAYS,97,42,2310,0,0.00
2009,April,EGF,AMERICAN AIRLINES EAGLE,1,282,4,9.99,9.99
2009,April,DLH,LUFTHANSA,1,120,8,9.97,9.97
2009,April,SKW,SKYWEST,63,6864,9,9.97,9.97
2009,April,VIR,VIRGIN ATLANTIC,1,60,17,9.94,9.94
2009,April,ACA,AIR CANADA,7,387,18,9.93,9.93
2009,April,AMF,AMERIFLIGHT,1,46,22,9.92,9.92
2009,April,AWE,US AIRWAYS,25,1080,23,9.91,9.91
2009,April,JBU,JETBLUE,7,294,24,9.91,9.91
2009,April,SWA,SOUTHWEST AIRLINES,60,2312,26,9.9,9.90
2009,April,VRD,VIRGIN AMERICA,44,1632,27,9.9,9.90
2009,April,ASA,ALASKA AIRLINES,27,884,31,9.89,9.89
2009,April,DAL,DELTA AIRLINES,27,848,32,9.88,9.88
2009,April,AFR,AIR FRANCE,2,60,33,9.88,9.88
2009,April,BAW,BRITISH AIRWAYS,4,120,33,9.88,9.88
2009,April,FFT,FRONTIER AIRLINES,8,236,34,9.87,9.87
2009,April,QXE,HORIZON AIR,6,170,35,9.87,9.87
2009,April,FIV,CITATIONSHARES,1,21,48,9.82,9.82
2009,April,COA,CONTINENTAL AIR LINES,36,726,50,9.82,9.82
2009,April,NWA,NORTHWEST AIRLINES,34,642,53,9.8,9.80
2009,April,LXJ,FLEXJET,3,56,54,9.8,9.80
2009,April,UAL,UNITED AIRLINES,430,7434,58,9.79,9.79
2009,April,MXA,MEXICANA,12,205,59,9.78,9.78
2009,April,AAL,AMERICAN AIRLINES,114,1862,61,9.77,9.77
2009,April,TRS,AIRTRAN AIRWAYS,7,91,77,9.71,9.71
2009,April,BJT,ACM AVIATION,1,12,83,9.69,9.69
2009,April,CCA,AIR CHINA,6,56,107,9.6,9.60
2009,April,ABX,AIRBORNE EXPRESS,19,174,109,9.6,9.60
2009,April,SCX,SUN COUNTRY,2,15,133,9.51,9.51
2009,April,TAI,TACA INTERNATIONAL AIRLINES,10,61,164,9.39,9.39
2009,April,FDX,FEDERAL EXPRESS,18,100,180,9.33,9.33
2009,April,AMX,AEROMEXICO,11,60,183,9.32,9.32
2009,April,SIA,SINGAPORE AIRLINES,42,120,350,8.7,8.70
2009,April,EVA,EVA AIRWAYS,83,102,814,6.98,6.98
2009,April,NCA,NIPPON CARGO AIRLINES,90,88,1023,6.21,6.21
2009,April,AAR,ASIANA AIRLINES,128,84,1524,4.35,4.35
2009,April,KAL,KOREAN AIR,159,94,1691,3.73,3.73
2009,April,CPA,CATHAY PACIFIC AIRWAYS,240,137,1752,3.51,3.51
2009,April,QFA,QANTAS AIRWAYS,90,37,2432,0.98,0.98
2009,April,PAL,PHILIPPINE AIRLINES,152,58,2621,0.29,0.29
2009,April,CAL,CHINA AIRLINES,286,106,2698,0,0.00
2009,May,EJA,NETJETS AVIATION,1,401,2,9.99,9.99
2009,May,SKW,SKYWEST,41,6826,6,9.97,9.97
2009,May,BAW,BRITISH AIRWAYS,1,124,8,9.96,9.96
2009,May,DLH,LUFTHANSA,1,122,8,9.96,9.96
2009,May,FFT,FRONTIER AIRLINES,3,243,12,9.94,9.94
2009,May,AWE,US AIRWAYS,16,1201,13,9.94,9.94
2009,May,EGF,AMERICAN AIRLINES EAGLE,4,287,14,9.94,9.94
2009,May,VRD,VIRGIN AMERICA,32,1947,16,9.93,9.93
2009,May,SWA,SOUTHWEST AIRLINES,55,2526,22,9.9,9.90
2009,May,TRS,AIRTRAN AIRWAYS,5,215,23,9.9,9.90
2009,May,ACA,AIR CANADA,13,512,25,9.89,9.89
2009,May,JBU,JETBLUE,12,430,28,9.87,9.87
2009,May,JAL,JAPAN AIRLINES,2,61,33,9.85,9.85
2009,May,ASA,ALASKA AIRLINES,28,823,34,9.85,9.85
2009,May,AAL,AMERICAN AIRLINES,66,1933,34,9.85,9.85
2009,May,COA,CONTINENTAL AIR LINES,29,825,35,9.84,9.84
2009,May,DAL,DELTA AIRLINES,34,848,40,9.82,9.82
2009,May,NWA,NORTHWEST AIRLINES,34,710,48,9.79,9.79
2009,May,AMX,AEROMEXICO,3,62,48,9.78,9.78
2009,May,UAL,UNITED AIRLINES,386,7423,52,9.77,9.77
2009,May,CCA,AIR CHINA,3,57,53,9.76,9.76
2009,May,MXA,MEXICANA,12,199,60,9.73,9.73
2009,May,REH,REACH AIR MEDICAL SERVICES,2,30,67,9.7,9.70
2009,May,TAI,TACA INTERNATIONAL AIRLINES,5,60,83,9.63,9.63
2009,May,SCX,SUN COUNTRY,4,34,118,9.47,9.47
2009,May,ABX,AIRBORNE EXPRESS,25,163,153,9.31,9.31
2009,May,FDX,FEDERAL EXPRESS,17,88,193,9.13,9.13
2009,May,SIA,SINGAPORE AIRLINES,36,123,293,8.69,8.69
2009,May,EVA,EVA AIRWAYS,55,108,509,7.71,7.71
2009,May,AAR,ASIANA AIRLINES,112,90,1244,4.42,4.42
2009,May,NCA,NIPPON CARGO AIRLINES,83,56,1482,3.35,3.35
2009,May,CPA,CATHAY PACIFIC AIRWAYS,216,137,1577,2.93,2.93
2009,May,KAL,KOREAN AIR,170,96,1771,2.05,2.05
2009,May,PAL,PHILIPPINE AIRLINES,119,58,2052,0.79,0.79
2009,May,CAL,CHINA AIRLINES,214,99,2162,0.3,0.30
2009,May,QFA,QANTAS AIRWAYS,78,35,2229,0,0.00
2009,June,EJA,NETJETS AVIATION,1,428,2,9.99,9.99
2009,June,EGF,AMERICAN AIRLINES EAGLE,1,284,4,9.99,9.99
2009,June,SKW,SKYWEST,45,7676,6,9.98,9.98
2009,June,QXE,HORIZON AIR,3,292,10,9.96,9.96
2009,June,JAL,JAPAN AIRLINES,1,60,17,9.94,9.94
2009,June,AFR,AIR FRANCE,1,59,17,9.94,9.94
2009,June,FFT,FRONTIER AIRLINES,6,240,25,9.91,9.91
2009,June,VRD,VIRGIN AMERICA,50,1952,26,9.91,9.91
