Year,Month,Airline Code,Airline,Total Noise Exceedances,Total Operations per Month,Exceedances per 1000 Operations,Noise Exceedance Rating
2012,10,CPA,Cathay pacific airways,73,140,521,7.97
2012,10,AAR,Asiana airlines,63,91,692,7.3
2012,10,EVA,Eva airways,86,101,851,6.68
2012,10,CAL,China airlines,169,91,1857,2.76
2012,10,SOO,Southern air,62,26,2385,0.7
2012,10,PAL,Philippine airlines,159,62,2565,0.0
2012,11,SKW,Skywest,38,8348,5,9.98
2012,11,QXE,Horizon air,1,158,6,9.97
2012,11,VRD,Virgin america,31,2856,11,9.94
2012,11,DAL,Delta airlines,16,1421,11,9.94
2012,11,SCX,Sun country,1,72,14,9.92
2012,11,AWE,Us airways,13,865,15,9.92
2012,11,ACA,Air canada,6,390,15,9.92
2012,11,JBU,Jetblue,11,634,17,9.91
2012,11,TRS,Airtran airways,3,172,17,9.91
2012,11,AAL,American airlines,33,1701,19,9.89
2012,11,FFT,Frontier airlines,5,248,20,9.89
2012,11,SWA,Southwest airlines,53,2426,22,9.88
2012,11,KLM,Klm royal dutch airlines,1,42,24,9.87
2012,11,DLH,Lufthansa,3,112,27,9.85
2012,11,ASA,Alaska airlines,22,774,28,9.85
2012,11,RPA,Republic airlines,1,34,29,9.84
2012,11,CCA,Air china,2,63,32,9.83
2012,11,UAL,United airlines,408,8529,48,9.74
2012,11,HAL,Hawaiian airlines,3,60,50,9.73
2012,11,TAI,Taca international airlines,12,83,145,9.22
2012,11,AMX,Aeromexico,9,60,150,9.19
2012,11,GTI,Atlas air,7,44,159,9.14
2012,11,ANZ,Air new zealand,9,51,176,9.04
2012,11,FDX,Federal express,10,48,208,8.87
2012,11,BAW,British airways,24,106,226,8.77
2012,11,ABX,Airborne express,13,44,295,8.4
2012,11,KAL,Korean air,40,112,357,8.07
2012,11,WOA,World airways,1,2,500,7.29
2012,11,AAR,Asiana airlines,46,86,535,7.1
2012,11,CPA,Cathay pacific airways,79,139,568,6.92
2012,11,SIA,Singapore airlines,74,121,612,6.69
2012,11,EVA,Eva airways,89,110,809,5.62
2012,11,NCA,Nippon cargo airlines,52,52,1000,4.58
2012,11,CAL,China airlines,160,102,1569,1.5
2012,11,PAL,Philippine airlines,97,60,1617,1.24
2012,11,SOO,Southern air,48,26,1846,0.0
2012,12,SKW,Skywest,46,8667,5,9.97
2012,12,FFT,Frontier airlines,2,227,9,9.95
2012,12,ANA,All nippon airways,1,62,16,9.91
2012,12,ANZ,Air new zealand,1,60,17,9.91
2012,12,DAL,Delta airlines,23,1374,17,9.9
2012,12,VRD,Virgin america,50,2953,17,9.9
2012,12,TRS,Airtran airways,4,169,24,9.87
2012,12,AAL,American airlines,48,1752,27,9.84
2012,12,SWA,Southwest airlines,71,2507,28,9.84
2012,12,ACA,Air canada,11,384,29,9.84
2012,12,AWE,Us airways,29,874,33,9.81
2012,12,JBU,Jetblue,23,664,35,9.8
2012,12,VIR,Virgin atlantic,2,57,35,9.8
2012,12,ASA,Alaska airlines,29,773,38,9.79
2012,12,UAL,United airlines,424,8575,49,9.72
2012,12,RPA,Republic airlines,1,16,63,9.64
2012,12,CCA,Air china,4,62,65,9.63
2012,12,BAW,British airways,8,91,88,9.5
2012,12,DLH,Lufthansa,9,96,94,9.47
2012,12,FDX,Federal express,8,78,103,9.42
2012,12,GTI,Atlas air,4,37,108,9.38
2012,12,TAI,Taca international airlines,15,120,125,9.29
2012,12,HAL,Hawaiian airlines,8,61,131,9.25
2012,12,AMX,Aeromexico,10,62,161,9.08
2012,12,ABX,Airborne express,8,39,205,8.83
2012,12,KAL,Korean air,33,112,295,8.32
2012,12,CPA,Cathay pacific airways,59,135,437,7.51
2012,12,EVA,Eva airways,55,120,458,7.39
2012,12,SIA,Singapore airlines,64,124,516,7.06
2012,12,AAR,Asiana airlines,72,94,766,5.63
2012,12,SOO,Southern air,14,18,778,5.57
2012,12,PAL,Philippine airlines,49,61,803,5.42
2012,12,NCA,Nippon cargo airlines,68,47,1447,1.75
2012,12,CAL,China airlines,186,106,1755,0.0
2013,1,SKW,Skywest,18,8511,2,9.99
2013,1,ACA,Air canada,3,369,8,9.96
2013,1,VRD,Virgin america,22,2684,8,9.96
2013,1,DLH,Lufthansa,1,118,8,9.96
2013,1,AAL,American airlines,17,1706,10,9.96
2013,1,DAL,Delta airlines,13,1268,10,9.96
2013,1,AWE,Us airways,9,821,11,9.95
2013,1,FFT,Frontier airlines,3,216,14,9.94
2013,1,SWA,Southwest airlines,36,2507,14,9.94
2013,1,UAE,United arab emirates,1,62,16,9.93
2013,1,JBU,Jetblue,15,642,23,9.9
2013,1,CCA,Air china,2,62,32,9.86
2013,1,ASA,Alaska airlines,28,769,36,9.84
2013,1,UAL,United airlines,398,8392,47,9.79
2013,1,SWR,Swiss international airlines,5,62,81,9.65
2013,1,ANZ,Air new zealand,6,64,94,9.59
2013,1,BAW,British airways,12,124,97,9.58
2013,1,ABX,Airborne express,4,41,98,9.57
2013,1,TAI,Taca international airlines,14,103,136,9.4
2013,1,HAL,Hawaiian airlines,9,62,145,9.36
2013,1,GTI,Atlas air,7,43,163,9.29
2013,1,AMX,Aeromexico,13,62,210,9.08
2013,1,FDX,Federal express,12,45,267,8.83
2013,1,EVA,Eva airways,53,122,434,8.1
2013,1,KAL,Korean air,48,106,453,8.02
2013,1,CPA,Cathay pacific airways,64,131,489,7.86
2013,1,AAR,Asiana airlines,59,97,608,7.34
2013,1,SIA,Singapore airlines,80,123,650,7.15
2013,1,CKS,Kalitta air,2,2,1000,5.62
2013,1,SOO,Southern air,31,20,1550,3.21
2013,1,NCA,Nippon cargo airlines,69,38,1816,2.05
2013,1,PAL,Philippine airlines,141,62,2274,0.04
2013,1,CAL,China airlines,233,102,2284,0.0
2013,2,SKW,Skywest,37,7968,5,9.98
2013,2,FFT,Frontier airlines,1,189,5,9.98
2013,2,QXE,Horizon air,1,160,6,9.98
2013,2,VRD,Virgin america,15,2390,6,9.98
2013,2,AAL,American airlines,14,1583,9,9.97
2013,2,DLH,Lufthansa,1,100,10,9.96
2013,2,DAL,Delta airlines,12,1128,11,9.96
2013,2,AWE,Us airways,9,730,12,9.95
2013,2,SWA,Southwest airlines,31,2230,14,9.95
2013,2,ACA,Air canada,5,357,14,9.95
2013,2,JBU,Jetblue,8,560,14,9.94
2013,2,LPE,Lan airlines,1,32,31,9.88
2013,2,ASA,Alaska airlines,25,686,36,9.86
2013,2,BAW,British airways,4,103,39,9.85
2013,2,UAL,United airlines,353,7615,46,9.82
2013,2,CCA,China airlines,4,54,74,9.71
2013,2,TAI,Taca international airlines,6,78,77,9.7
2013,2,GTI,Atlas air,4,40,100,9.61
2013,2,ABX,Airborne express,7,41,171,9.33
2013,2,AMX,Aeromexico,11,62,177,9.3
2013,2,HAL,Hawaiian airlines,11,58,190,9.26
2013,2,FDX,Federal express,12,46,261,8.98
2013,2,KAL,Korean air,37,102,363,8.58
2013,2,CPA,Cathay pacific airways,55,115,478,8.12
2013,2,EVA,Eva airways,52,100,520,7.96
2013,2,SIA,Singapore airlines,60,111,541,7.88
2013,2,AAR,Asiana airlines,50,84,595,7.67
2013,2,PAL,Philippine airlines,45,56,804,6.85
2013,2,CAL,China airlines,183,92,1989,2.2
2013,2,NCA,Nippon cargo airlines,71,35,2029,2.04
2013,2,SOO,Southern air,51,20,2550,0.0
2013,3,QXE,Horizon air,1,164,6,9.97
2013,3,SKW,Skywest,62,9155,7,9.97
2013,3,VRD,Virgin america,30,2668,11,9.95
2013,3,FFT,Frontier airlines,3,219,14,9.94
2013,3,ACA,Air canada,8,404,20,9.91
2013,3,SCX,Sun country,1,47,21,9.9
2013,3,AWE,Us airways,21,859,24,9.89
2013,3,AAL,American airlines,50,1792,28,9.87
2013,3,ASA,Alaska airlines,23,807,29,9.87
2013,3,DAL,Delta airlines,42,1352,31,9.86
2013,3,JBU,Jetblue,21,669,31,9.86
2013,3,SWA,Southwest airlines,92,2503,37,9.83
2013,3,TAI,Taca international airlines,4,88,45,9.79
2013,3,CCA,China airlines,3,61,49,9.78
2013,3,UAL,United airlines,489,8812,55,9.75
2013,3,AMX,Aeromexico,6,61,98,9.56
2013,3,HAL,Hawaiian airlines,7,64,109,9.51
2013,3,GTI,Atlas air,5,40,125,9.44
2013,3,DLH,Lufthansa,18,121,149,9.33
2013,3,BAW,British airways,22,122,180,9.19
2013,3,ABX,Airborne express,11,47,234,8.94
2013,3,FDX,Federal express,13,43,302,8.63
2013,3,KAL,Korean air,49,114,430,8.06
2013,3,EVA,Eva airways,57,106,538,7.57
2013,3,CPA,Cathay pacific airways,78,126,619,7.2
2013,3,SIA,Singapore airlines,78,122,639,7.11
2013,3,AAR,Asiana airlines,62,88,705,6.82
2013,3,CKS,Kalitta air,3,4,750,6.61
2013,3,NCA,Nippon cargo airlines,46,53,868,6.08
2013,3,CAL,China airlines,173,99,1747,2.1
2013,3,SOO,Southern air,58,28,2071,0.64
2013,3,PAL,Philippine airlines,135,61,2213,0.0
2013,4,SKW,Skywest,95,8859,11,9.96
2013,4,CCA,China airlines,1,60,17,9.95
2013,4,DLH,Lufthansa,2,116,17,9.94
2013,4,BAW,British airways,3,120,25,9.92
2013,4,FFT,Frontier airlines,6,222,27,9.91
2013,4,VRD,Virgin america,76,2769,27,9.91
2013,4,AWE,Us airways,23,837,27,9.91
2013,4,ACA,Air canada,11,398,28,9.91
2013,4,ASA,Alaska airlines,26,803,32,9.89
2013,4,AAL,American airlines,59,1751,34,9.89
2013,4,SCX,Sun country,2,59,34,9.89
2013,4,SWA,Southwest airlines,90,2460,37,9.88
2013,4,DAL,Delta airlines,50,1336,37,9.88
2013,4,JBU,Jetblue,28,645,43,9.86
2013,4,UAL,United airlines,521,8912,58,9.81
2013,4,TAI,Taca international airlines,11,83,133,9.57
2013,4,AMX,Aeromexico,14,65,215,9.29
2013,4,GTI,Atlas air,12,50,240,9.21
2013,4,AAY,Allegiant air,1,4,250,9.18
2013,4,HAL,Hawaiian airlines,17,60,283,9.07
2013,4,FDX,Federal express,13,45,289,9.05
2013,4,ABX,Airborne express,15,44,341,8.88
2013,4,NCA,Nippon cargo airlines,19,50,380,8.75
2013,4,CPA,Cathay pacific airways,51,122,418,8.63
2013,4,EVA,Eva airways,53,102,520,8.3
2013,4,SIA,Singapore airlines,69,120,575,8.11
2013,4,KAL,Korean air,67,112,598,8.04
2013,4,AAR,Asiana airlines,80,86,930,6.95
2013,4,ANZ,Air new zealand,71,60,1183,6.12
2013,4,CAL,China airlines,200,100,2000,3.44
2013,4,PAL,Philippine airlines,163,60,2717,1.09
2013,4,SOO,Southern air,61,20,3050,0.0
2013,5,SKW,Skywest,50,8933,6,9.98
2013,5,DLH,Lufthansa,1,124,8,9.97
2013,5,CES,China eastern,1,62,16,9.94
2013,5,KLM,Klm royal dutch airlines,1,62,16,9.94
2013,5,FFT,Frontier airlines,4,237,17,9.94
2013,5,AFR,Air france,2,116,17,9.94
2013,5,DAL,Delta airlines,32,1433,22,9.92
2013,5,VRD,Virgin america,72,2942,24,9.91
2013,5,ASA,Alaska airlines,23,827,28,9.9
2013,5,AWE,Us airways,28,919,30,9.89
2013,5,BAW,British airways,4,124,32,9.88
2013,5,AAL,American airlines,63,1801,35,9.87
2013,5,SWA,Southwest airlines,91,2516,36,9.87
2013,5,JBU,Jetblue,27,687,39,9.86
2013,5,WJA,Westjet airlines,5,123,41,9.85
2013,5,ACA,Air canada,21,490,43,9.85
2013,5,TAI,Taca international airlines,4,89,45,9.84
2013,5,UAL,United airlines,489,9717,50,9.82
2013,5,AMX,Aeromexico,9,62,145,9.48
2013,5,ABX,Airborne express,9,46,196,9.29
2013,5,FDX,Federal express,13,48,271,9.02
2013,5,HAL,Hawaiian airlines,17,62,274,9.01
2013,5,GTI,Atlas air,13,44,295,8.93
2013,5,SIA,Singapore airlines,55,124,444,8.4
2013,5,EVA,Eva airways,56,110,509,8.16
2013,5,CPA,Cathay pacific airways,74,132,561,7.98
2013,5,NCA,Nippon cargo airlines,29,51,569,7.95
2013,5,AAR,Asiana airlines,58,89,652,7.65
2013,5,KAL,Korean air,123,142,866,6.88
2013,5,ANZ,Air new zealand,73,62,1177,5.76
2013,5,EIA,Evergreen international airlines,9,6,1500,4.59
2013,5,CAL,China airlines,182,112,1625,4.14
2013,5,SOO,Southern air,49,26,1885,3.21
2013,5,PAL,Philippine airlines,172,62,2774,0.0
2013,6,SKW,Skywest,53,8397,6,9.98
2013,6,FFT,Frontier airlines,3,240,13,9.96
2013,6,KLM,Klm royal dutch airlines,1,60,17,9.94
2013,6,ASA,Alaska airlines,16,833,19,9.93
2013,6,AAL,American airlines,47,1776,26,9.91
2013,6,ACA,Air canada,15,564,27,9.91
2013,6,VRD,Virgin america,83,2949,28,9.9
2013,6,JBU,Jetblue,22,734,30,9.89
2013,6,SWA,Southwest airlines,82,2554,32,9.89
2013,6,CCA,Air china,2,60,33,9.88
2013,6,DAL,Delta airlines,61,1683,36,9.87
2013,6,TRS,Airtran airways,7,174,40,9.86
2013,6,AFR,Air france,5,120,42,9.85
2013,6,LPE,Lan airlines,1,21,48,9.83
2013,6,AWE,Us airways,45,931,48,9.83
2013,6,UAL,United airlines,528,10165,52,9.82
2013,6,BAW,British airways,7,121,58,9.8
2013,6,WJA,Westjet airlines,8,120,67,9.77
2013,6,AMX,Aeromexico,5,60,83,9.71
2013,6,TAI,Taca international airlines,8,87,92,9.68
2013,6,GTI,Atlas air,4,40,100,9.65
2013,6,FDX,Federal express,9,51,176,9.38
2013,6,ABX,Airborne express,9,42,214,9.25
2013,6,NCA,Nippon cargo airlines,14,52,269,9.05
2013,6,HAL,Hawaiian airlines,23,60,383,8.65
2013,6,CPA,Cathay pacific airways,53,125,424,8.51
2013,6,SIA,Singapore airlines,55,122,451,8.42
2013,6,EVA,Eva airways,65,119,546,8.08
2013,6,KAL,Korean air,117,126,929,6.74
2013,6,AAR,Asiana airlines,115,114,1009,6.46
2013,6,ANZ,Air new zealand,91,60,1517,4.67
2013,6,CAL,China airlines,193,110,1755,3.84
2013,6,PAL,Philippine airlines,168,59,2847,0.0
2013,7,SKW,Skywest,45,8165,6,9.97
2013,7,ASA,Alaska airlines,13,842,15,9.92
2013,7,AAL,American airlines,28,1743,16,9.91
2013,7,ANA,All nippon airways,1,62,16,9.91
2013,7,UAE,United arab emirates,1,62,16,9.91
2013,7,DLH,Lufthansa,2,124,16,9.91
2013,7,VIR,Virgin atlantic,1,62,16,9.91
2013,7,JBU,Jetblue,15,714,21,9.89
2013,7,AWE,Us airways,21,930,23,9.88
2013,7,SWA,Southwest airlines,59,2479,24,9.87
2013,7,WJA,Westjet airlines,3,124,24,9.87
2013,7,FFT,Frontier airlines,6,236,25,9.87
2013,7,VRD,Virgin america,83,3056,27,9.86
2013,7,TRS,Airtran airways,5,179,28,9.85
2013,7,DAL,Delta airlines,55,1857,30,9.84
2013,7,SWR,Swiss international airlines,2,62,32,9.83
2013,7,ACA,Air canada,21,633,33,9.82
2013,7,UAL,United airlines,503,10656,47,9.75
2013,7,KLM,Klm royal dutch airlines,3,62,48,9.74
2013,7,AFR,Air france,8,124,65,9.66
2013,7,BAW,British airways,8,123,65,9.66
2013,7,TAI,Taca international airlines,8,114,70,9.63
2013,7,SAS,Sas scandinavian airlines,4,52,77,9.59
2013,7,AMX,Aeromexico,10,95,105,9.44
2013,7,FDX,Federal express,11,45,244,8.7
2013,7,ABX,Airborne express,14,48,292,8.45
2013,7,GTI,Atlas air,13,44,295,8.43
2013,7,NCA,Nippon cargo airlines,16,52,308,8.37
2013,7,SIA,Singapore airlines,43,124,347,8.16
2013,7,EVA,Eva airways,51,129,395,7.9
2013,7,HAL,Hawaiian airlines,25,62,403,7.86
2013,7,CPA,Cathay pacific airways,60,128,469,7.52
2013,7,AAR,Asiana airlines,71,112,634,6.64
2013,7,KAL,Korean air,80,124,645,6.58
2013,7,ANZ,Air new zealand,86,60,1433,2.4
2013,7,CAL,China airlines,155,100,1550,1.79
2013,7,PAL,Philippine airlines,117,62,1887,0.0
2013,8,SKW,Skywest,28,8758,3,9.99
2013,8,AFR,Air france,1,124,8,9.97
2013,8,AAL,American airlines,28,1874,15,9.94
2013,8,VRD,Virgin america,48,3115,15,9.93
2013,8,CES,China eastern,1,62,16,9.93
2013,8,WJA,Westjet airlines,2,123,16,9.93
2013,8,SWA,Southwest airlines,53,2567,21,9.91
2013,8,ASA,Alaska airlines,19,874,22,9.91
2013,8,DLH,Lufthansa,3,124,24,9.9
2013,8,FFT,Frontier airlines,6,246,24,9.9
2013,8,AMX,Aeromexico,3,118,25,9.89
2013,8,DAL,Delta airlines,49,1884,26,9.89
2013,8,AWE,Us airways,26,947,27,9.88
2013,8,JBU,Jetblue,21,758,28,9.88
2013,8,CCA,Air china,2,62,32,9.86
2013,8,TRS,Airtran airways,7,184,38,9.84
2013,8,LPE,Lan airlines,1,25,40,9.83
2013,8,ACA,Air canada,28,663,42,9.82
2013,8,UAL,United airlines,486,11014,44,9.81
2013,8,BAW,British airways,7,124,56,9.76
2013,8,TAI,Taca international airlines,11,117,94,9.6
2013,8,GTI,Atlas air,1,7,143,9.4
2013,8,ABX,Airborne express,29,84,345,8.54
2013,8,NCA,Nippon cargo airlines,19,51,373,8.43
2013,8,HAL,Hawaiian airlines,24,62,387,8.37
2013,8,FDX,Federal express,18,45,400,8.31
2013,8,EVA,Eva airways,51,124,411,8.26
2013,8,SIA,Singapore airlines,52,124,419,8.23
2013,8,KAL,Korean air,65,124,524,7.79
2013,8,CPA,Cathay pacific airways,73,129,566,7.61
2013,8,AAR,Asiana airlines,111,115,965,5.93
2013,8,PAL,Philippine airlines,87,62,1403,4.08
2013,8,CAL,China airlines,150,98,1531,3.54
2013,8,ANZ,Air new zealand,128,54,2370,0.0
2013,9,SKW,Skywest,27,7841,3,9.98
2013,9,CPZ,Compass airlines,5,847,6,9.97
2013,9,DAL,Delta airlines,11,1527,7,9.96
2013,9,BAW,British airways,1,121,8,9.96
2013,9,AWE,Us airways,8,853,9,9.95
2013,9,FFT,Frontier airlines,3,265,11,9.94
2013,9,VRD,Virgin america,32,2816,11,9.94
2013,9,CCA,Air china,1,60,17,9.91
2013,9,SWA,Southwest airlines,41,2410,17,9.91
2013,9,AAL,American airlines,31,1799,17,9.91
2013,9,ACA,Air canada,14,596,23,9.88
2013,9,JBU,Jetblue,17,700,24,9.87
2013,9,ASA,Alaska airlines,22,797,28,9.85
2013,9,TRS,Airtran airways,5,177,28,9.85
2013,9,AMX,Aeromexico,4,116,34,9.82
2013,9,LPE,Lan airlines,1,25,40,9.79
2013,9,UAL,United airlines,407,10005,41,9.79
2013,9,WJA,Westjet airlines,5,120,42,9.78
2013,9,HAL,Hawaiian airlines,5,60,83,9.56
2013,9,TAI,Taca international airlines,11,84,131,9.31
2013,9,ABX,Airborne express,16,80,200,8.95
2013,9,FDX,Federal express,9,41,220,8.84
2013,9,NCA,Nippon cargo airlines,15,48,313,8.35
2013,9,SIA,Singapore airlines,38,121,314,8.35
2013,9,CPA,Cathay pacific airways,40,124,323,8.3
2013,9,KAL,Korean air,48,116,414,7.82
2013,9,EVA,Eva airways,50,119,420,7.79
2013,9,GTI,Atlas air,7,8,875,5.39
2013,9,AAR,Asiana airlines,120,118,1017,4.64
2013,9,CAL,China airlines,150,105,1429,2.47
2013,9,ANZ,Air new zealand,96,60,1600,1.57
2013,9,PAL,Philippine airlines,112,59,1898,-0.0
2013,10,SKW,Skywest,18,8153,2,9.99
2013,10,CPZ,Compass airlines,5,947,5,9.98
2013,10,AWE,Us airways,5,913,5,9.98
2013,10,DAL,Delta airlines,10,1565,6,9.97
2013,10,AAL,American airlines,16,1858,9,9.96
2013,10,AFR,Air france,1,83,12,9.95
2013,10,VRD,Virgin america,36,2928,12,9.95
2013,10,SWA,Southwest airlines,37,2504,15,9.94
2013,10,CCA,Air china,1,62,16,9.93
2013,10,JAL,Japan airlines,1,62,16,9.93
2013,10,KLM,Klm royal dutch airlines,1,60,17,9.93
2013,10,ASA,Alaska airlines,17,827,21,9.91
2013,10,TRS,Airtran airways,4,183,22,9.91
2013,10,JBU,Jetblue,17,731,23,9.9
2013,10,ACA,Air canada,13,481,27,9.89
2013,10,WJA,Westjet airlines,3,105,29,9.88
2013,10,VIR,Virgin atlantic,2,64,31,9.87
2013,10,UAL,United airlines,371,10048,37,9.84
2013,10,AMX,Aeromexico,7,121,58,9.75
2013,10,DLH,Lufthansa,8,124,65,9.73
2013,10,BAW,British airways,10,124,81,9.66
2013,10,HAL,Hawaiian airlines,5,62,81,9.66
2013,10,SAS,Sas scandinavian airlines,5,52,96,9.59
2013,10,TAI,Taca international airlines,9,86,105,9.56
2013,10,ABX,Airborne express,11,92,120,9.49
2013,10,FDX,Federal express,8,48,167,9.29
2013,10,NCA,Nippon cargo airlines,12,43,279,8.81
2013,10,EVA,Eva airways,38,112,339,8.56
2013,10,CPA,Cathay pacific airways,43,126,341,8.55
2013,10,SIA,Singapore airlines,44,124,355,8.49
2013,10,KAL,Korean air,63,122,516,7.81
2013,10,CKS,Kalitta air,2,3,667,7.17
2013,10,AAR,Asiana airlines,140,111,1261,4.64
2013,10,CAL,China airlines,168,106,1585,3.27
2013,10,PAL,Philippine airlines,146,62,2355,0.0
2013,11,SKW,Skywest,29,7576,4,9.98
2013,11,FFT,Frontier airlines,1,242,4,9.98
2013,11,DAL,Delta airlines,9,1387,6,9.97
2013,11,CPZ,Compass airlines,6,863,7,9.96
2013,11,VRD,Virgin america,22,2863,8,9.96
2013,11,BAW,British airways,1,116,9,9.96
2013,11,SCX,Sun country,1,101,10,9.95
2013,11,AAL,American airlines,19,1737,11,9.94
2013,11,AWE,Us airways,10,860,12,9.94
2013,11,ASA,Alaska airlines,10,825,12,9.94
2013,11,SWA,Southwest airlines,32,2276,14,9.93
2013,11,JBU,Jetblue,10,679,15,9.93
2013,11,CES,China eastern,1,60,17,9.92
2013,11,CCA,Air china,1,59,17,9.91
2013,11,DLH,Lufthansa,2,116,17,9.91
2013,11,SWR,Swiss international airlines,1,56,18,9.91
2013,11,ACA,Air canada,11,424,26,9.87
2013,11,UAL,United airlines,385,9337,41,9.79
2013,11,AMX,Aeromexico,7,117,60,9.7
2013,11,TAI,Taca international airlines,9,84,107,9.46
2013,11,FDX,Federal express,8,55,145,9.26
2013,11,ABX,Airborne express,17,80,213,8.92
2013,11,CPA,Cathay pacific airways,59,129,457,7.68
2013,11,EVA,Eva airways,52,113,460,7.66
2013,11,KAL,Korean air,55,119,462,7.65
2013,11,SIA,Singapore airlines,57,120,475,7.59
2013,11,NCA,Nippon cargo airlines,43,51,843,5.72
2013,11,AAR,Asiana airlines,108,108,1000,4.92
2013,11,CAL,China airlines,174,103,1689,1.41
2013,11,PAL,Philippine airlines,122,62,1968,0.0
2013,12,SKW,Skywest,13,8094,2,9.99
2013,12,CPZ,Compass airlines,3,835,4,9.98
2013,12,AAL,American airlines,11,1716,6,9.96
2013,12,DAL,Delta airlines,12,1433,8,9.95
2013,12,AWE,Us airways,8,912,9,9.95
2013,12,VRD,Virgin america,30,2963,10,9.94
2013,12,JBU,Jetblue,8,734,11,9.94
2013,12,ASA,Alaska airlines,11,783,14,9.92
2013,12,HAL,Hawaiian airlines,1,68,15,9.91
2013,12,SWA,Southwest airlines,37,2427,15,9.91
2013,12,VIR,Virgin atlantic,1,61,16,9.9
2013,12,DLH,Lufthansa,2,106,19,9.89
2013,12,BAW,British airways,3,120,25,9.85
2013,12,TRS,Airtran airways,2,62,32,9.81
2013,12,ACA,Air canada,15,440,34,9.8
2013,12,UAL,United airlines,363,9450,38,9.77
2013,12,AMX,Aeromexico,8,200,40,9.77
2013,12,CES,China eastern,3,62,48,9.72
2013,12,ABX,Airborne express,6,84,71,9.58
2013,12,FDX,Federal express,6,82,73,9.57
2013,12,TAI,Taca international airlines,10,85,118,9.31
2013,12,CCA,Air china,9,62,145,9.15
2013,12,NCA,Nippon cargo airlines,10,40,250,8.53
2013,12,ANZ,Air new zealand,20,62,323,8.11
2013,12,EVA,Eva airways,47,123,382,7.76
2013,12,CPA,Cathay pacific airways,53,130,408,7.61
2013,12,SIA,Singapore airlines,57,123,463,7.28
2013,12,KAL,Korean air,61,125,488,7.13
2013,12,AAR,Asiana airlines,98,114,860,4.95
2013,12,PAL,Philippine airlines,80,62,1290,2.42
2013,12,CAL,China airlines,172,101,1703,-0.0
2014,1,CPZ,Compass airlines,1,828,1,9.99
2014,1,SKW,Skywest,18,8279,2,9.99
2014,1,DAL,Delta airlines,7,1265,6,9.97
2014,1,ASA,Alaska airlines,7,802,9,9.95
2014,1,DLH,Lufthansa,1,114,9,9.95
2014,1,AAL,American airlines,16,1697,9,9.95
2014,1,AWE,Us airways,9,838,11,9.94
2014,1,VRD,Virgin america,36,2894,12,9.93
2014,1,FFT,Frontier airlines,3,218,14,9.93
2014,1,ANZ,Air new zealand,1,62,16,9.91
2014,1,BAW,British airways,2,124,16,9.91
2014,1,HAL,Hawaiian airlines,1,62,16,9.91
2014,1,SWR,Swiss international airlines,1,62,16,9.91
2014,1,CCA,Air china,1,61,16,9.91
2014,1,JBU,Jetblue,11,658,17,9.91
2014,1,SWA,Southwest airlines,39,2211,18,9.91
2014,1,ACA,Air canada,9,433,21,9.89
2014,1,AMX,Aeromexico,6,189,32,9.83
2014,1,UAL,United airlines,378,8927,42,9.77
2014,1,VIR,Virgin atlantic,3,62,48,9.74
2014,1,TRS,Airtran airways,4,59,68,9.63
2014,1,TAI,Taca international airlines,9,89,101,9.46
2014,1,FDX,Federal express,8,68,118,9.37
2014,1,ABX,Airborne express,11,88,125,9.33
2014,1,CPA,Cathay pacific airways,45,128,352,8.11
2014,1,EVA,Eva airways,47,125,376,7.98
2014,1,NCA,Nippon cargo airlines,17,42,405,7.82
2014,1,KAL,Korean air,57,120,475,7.44
2014,1,SIA,Singapore airlines,61,124,492,7.35
2014,1,AAR,Asiana airlines,96,115,835,5.51
2014,1,PAL,Philippine airlines,84,64,1313,2.93
2014,1,CAL,China airlines,195,105,1857,0.0
2014,2,SKW,Skywest,12,6882,2,9.99
2014,2,BAW,British airways,1,114,9,9.95
2014,2,FFT,Frontier airlines,2,200,10,9.94
2014,2,CPZ,Compass airlines,8,767,10,9.94
2014,2,DAL,Delta airlines,16,1106,14,9.92
2014,2,CCA,Air china,1,57,18,9.9
2014,2,HAL,Hawaiian airlines,1,56,18,9.9
2014,2,AWE,Us airways,14,719,19,9.89
2014,2,AAL,American airlines,29,1488,19,9.89
2014,2,JBU,Jetblue,13,605,21,9.88
2014,2,VRD,Virgin america,58,2493,23,9.87
2014,2,ASA,Alaska airlines,18,697,26,9.86
2014,2,SWA,Southwest airlines,54,1940,28,9.84
2014,2,ACA,Air canada,15,392,38,9.79
2014,2,UAL,United airlines,324,8076,40,9.78
2014,2,AMX,Aeromexico,8,139,58,9.68
2014,2,TAI,Taca international airlines,5,78,64,9.64
2014,2,TRS,Airtran airways,5,54,93,9.48
2014,2,FDX,Federal express,7,62,113,9.37
2014,2,ANZ,Air new zealand,8,56,143,9.2
2014,2,ABX,Airborne express,18,76,237,8.67
2014,2,CPA,Cathay pacific airways,44,114,386,7.84
2014,2,EVA,Eva airways,44,108,407,7.72
2014,2,NCA,Nippon cargo airlines,16,36,444,7.51
2014,2,KAL,Korean air,49,108,454,7.46
2014,2,SIA,Singapore airlines,60,112,536,7.0
2014,2,AAR,Asiana airlines,79,103,767,5.7
2014,2,PAL,Philippine airlines,75,56,1339,2.49
2014,2,CAL,China airlines,157,88,1784,0.0
2014,3,SKW,Skywest,19,8484,2,9.99
2014,3,VRD,Virgin america,31,2823,11,9.95
2014,3,CPZ,Compass airlines,12,992,12,9.94
2014,3,AAL,American airlines,23,1749,13,9.94
