Year,Month,Airline Code,Airline,Total Noise Exceedances,Total Operations per Month,Exceedances per 1000 Operations,Noise Exceedance Rating
2007,1,COA,Continental air lines,19,739,26,9.82
2007,1,FIV,Citationshares,1,38,26,9.82
2007,1,NWA,Northwest airlines,17,616,28,9.81
2007,1,DAL,Delta airlines,19,682,28,9.81
2007,1,UAL,United airlines,255,8532,30,9.79
2007,1,TRS,Airtran airways,3,68,44,9.69
2007,1,AAL,American airlines,120,2099,57,9.6
2007,1,WWI,Worldwide jet charter,1,12,83,9.42
2007,1,SCX,Sun country,7,65,108,9.25
2007,1,DLH,Lufthansa,15,124,121,9.16
2007,1,JAL,Japan airlines,22,137,161,8.88
2007,1,ABX,Airborne express,24,146,164,8.85
2007,1,TAI,Taca international airlines,17,81,210,8.54
2007,1,CLX,Cargolux,4,16,250,8.26
2007,1,KAL,Korean air,23,89,258,8.2
2007,1,AAR,Asiana airlines,11,42,262,8.17
2007,1,FDX,Federal express,39,148,264,8.16
2007,1,CKK,China cargo airlines,8,28,286,8.01
2007,1,PAL,Philippine airlines,22,72,306,7.87
2007,1,NCA,Nippon cargo airlines,22,60,367,7.44
2007,1,VDA,Volga­dnepr,1,2,500,6.51
2007,1,CKS,Kalitta air,31,43,721,4.97
2007,1,QFA,Qantas airways,38,51,745,4.8
2007,1,EVA,Eva airways,97,108,898,3.73
2007,1,SIA,Singapore airlines,109,121,901,3.71
2007,1,CAL,China airlines,113,110,1027,2.83
2007,1,CPA,Cathay pacific airways,129,90,1433,-0.0
2007,2,SKW,Skywest,32,6179,5,9.96
2007,2,QXE,Horizon air,1,159,6,9.96
2007,2,LXJ,Flexjet,1,109,9,9.94
2007,2,EGF,American airlines eagle,2,202,10,9.93
2007,2,USA,Us airways,4,338,12,9.92
2007,2,MXA,Mexicana,2,122,16,9.88
2007,2,ASA,Alaska airlines,23,1354,17,9.88
2007,2,ANA,All nippon airways,1,56,18,9.87
2007,2,MEP,Midwest airlines,1,56,18,9.87
2007,2,TAG,Tag aviation,3,137,22,9.85
2007,2,COA,Continental air lines,15,656,23,9.84
2007,2,ACA,Air canada,9,379,24,9.83
2007,2,CCA,Air china,1,38,26,9.81
2007,2,UAL,United airlines,225,7694,29,9.79
2007,2,DAL,Delta airlines,20,614,33,9.77
2007,2,FFT,Frontier airlines,19,572,33,9.77
2007,2,AWE,Us airways,25,673,37,9.74
2007,2,NWA,Northwest airlines,24,545,44,9.69
2007,2,BAW,British airways,5,112,45,9.68
2007,2,AAL,American airlines,91,1810,50,9.65
2007,2,TRS,Airtran airways,3,56,54,9.62
2007,2,TAI,Taca international airlines,8,63,127,9.1
2007,2,SCX,Sun country,7,55,127,9.1
2007,2,DLH,Lufthansa,16,112,143,8.99
2007,2,ABX,Airborne express,21,128,164,8.84
2007,2,DDA,D & d aviation,2,10,200,8.59
2007,2,AAR,Asiana airlines,8,39,205,8.55
2007,2,JAL,Japan airlines,36,126,286,7.98
2007,2,KAL,Korean air,27,83,325,7.7
2007,2,FDX,Federal express,46,139,331,7.66
2007,2,CLX,Cargolux,6,15,400,7.18
2007,2,NCA,Nippon cargo airlines,33,68,485,6.58
2007,2,PAL,Philippine airlines,43,64,672,5.26
2007,2,CKS,Kalitta air,31,43,721,4.91
2007,2,CAL,China airlines,73,96,760,4.63
2007,2,SIA,Singapore airlines,87,111,784,4.47
2007,2,CKK,China cargo airlines,27,34,794,4.4
2007,2,EVA,Eva airways,83,98,847,4.02
2007,2,UJT,Universal jet aviation,2,2,1000,2.94
2007,2,CPA,Cathay pacific airways,99,80,1238,1.27
2007,2,QFA,Qantas airways,34,24,1417,0.0
2007,3,EJA,Netjets aviation,1,675,1,9.99
2007,3,SKW,Skywest,15,7237,2,9.99
2007,3,ACA,Air canada,2,401,5,9.98
2007,3,QXE,Horizon air,1,177,6,9.97
2007,3,FFT,Frontier airlines,4,653,6,9.97
2007,3,EGF,American airlines eagle,3,237,13,9.94
2007,3,BAW,British airways,2,124,16,9.92
2007,3,MEP,Midwest airlines,1,62,16,9.92
2007,3,ASA,Alaska airlines,25,1508,17,9.92
2007,3,COA,Continental air lines,14,734,19,9.9
2007,3,ASH,Mesa aviation services,1,52,19,9.9
2007,3,AWE,Us airways,15,737,20,9.9
2007,3,CCA,Air china,1,46,22,9.89
2007,3,USA,Us airways,10,401,25,9.88
2007,3,UAL,United airlines,268,8840,30,9.85
2007,3,MXA,Mexicana,4,131,31,9.85
2007,3,TRS,Airtran airways,2,62,32,9.84
2007,3,KLM,Klm royal dutch airlines,2,62,32,9.84
2007,3,NWA,Northwest airlines,21,607,35,9.83
2007,3,AAL,American airlines,77,2090,37,9.82
2007,3,DAL,Delta airlines,30,701,43,9.79
2007,3,HAL,Hawaiian airlines,3,64,47,9.77
2007,3,SCX,Sun country,4,63,63,9.68
2007,3,TAI,Taca international airlines,5,70,71,9.64
2007,3,AAR,Asiana airlines,4,42,95,9.52
2007,3,ABX,Airborne express,15,142,106,9.47
2007,3,DLH,Lufthansa,20,124,161,9.19
2007,3,JAL,Japan airlines,37,158,234,8.83
2007,3,CLX,Cargolux,7,21,333,8.33
2007,3,FDX,Federal express,53,154,344,8.28
2007,3,NCA,Nippon cargo airlines,40,86,465,7.67
2007,3,KAL,Korean air,45,94,479,7.61
2007,3,AJI,Ameristar jet charter,1,2,500,7.5
2007,3,SOO,Southern air,1,2,500,7.5
2007,3,CKS,Kalitta air,32,36,889,5.56
2007,3,CKK,China cargo airlines,25,28,893,5.54
2007,3,FKS,Focus air,18,20,900,5.5
2007,3,EVA,Eva airways,101,108,935,5.32
2007,3,CAL,China airlines,109,116,940,5.3
2007,3,SIA,Singapore airlines,123,124,992,5.04
2007,3,PAL,Philippine airlines,83,71,1169,4.15
2007,3,QFA,Qantas airways,45,30,1500,2.5
2007,3,CPA,Cathay pacific airways,142,92,1543,2.28
2007,3,RAX,Royal air freight,4,2,2000,0.0
2007,4,SKW,Skywest,15,6879,2,9.99
2007,4,QXE,Horizon air,1,171,6,9.97
2007,4,COA,Continental air lines,5,731,7,9.96
2007,4,TRS,Airtran airways,1,112,9,9.95
2007,4,ACA,Air canada,4,417,10,9.95
2007,4,USA,Us airways,5,403,12,9.93
2007,4,ASA,Alaska airlines,21,1458,14,9.92
2007,4,CCA,Air china,1,60,17,9.91
2007,4,MEP,Midwest airlines,1,60,17,9.91
2007,4,FFT,Frontier airlines,10,577,17,9.91
2007,4,AWE,Us airways,15,763,20,9.89
2007,4,DAL,Delta airlines,18,722,25,9.87
2007,4,UAL,United airlines,251,8595,29,9.84
2007,4,AFR,Air france,2,60,33,9.82
2007,4,BAW,British airways,4,120,33,9.82
2007,4,HAL,Hawaiian airlines,2,60,33,9.82
2007,4,MXA,Mexicana,5,133,38,9.8
2007,4,AAL,American airlines,79,2044,39,9.79
2007,4,NWA,Northwest airlines,31,673,46,9.75
2007,4,KLM,Klm royal dutch airlines,3,58,52,9.72
2007,4,SCX,Sun country,5,60,83,9.55
2007,4,TAI,Taca international airlines,6,66,91,9.51
2007,4,ABX,Airborne express,15,134,112,9.4
2007,4,DDA,D & d aviation,1,8,125,9.33
2007,4,DLH,Lufthansa,16,120,133,9.29
2007,4,JAL,Japan airlines,47,156,301,8.39
2007,4,AAR,Asiana airlines,17,43,395,7.89
2007,4,FDX,Federal express,60,140,429,7.71
2007,4,NCA,Nippon cargo airlines,40,86,465,7.51
2007,4,CLX,Cargolux,8,16,500,7.33
2007,4,SOO,Southern air,4,8,500,7.33
2007,4,CKK,China cargo airlines,21,33,636,6.6
2007,4,KAL,Korean air,62,86,721,6.15
2007,4,SIA,Singapore airlines,90,119,756,5.96
2007,4,CAL,China airlines,88,109,807,5.68
2007,4,EVA,Eva airways,91,104,875,5.32
2007,4,FKS,Focus air,12,12,1000,4.66
2007,4,CPA,Cathay pacific airways,114,93,1226,3.45
2007,4,PAL,Philippine airlines,95,70,1357,2.75
2007,4,QFA,Qantas airways,63,44,1432,2.35
2007,4,CKS,Kalitta air,58,31,1871,0.0
2007,5,EGF,American airlines eagle,1,350,3,9.98
2007,5,EJA,Netjets aviation,2,626,3,9.98
2007,5,SKW,Skywest,25,6996,4,9.98
2007,5,ASQ,Atlantic southeast airlines,1,117,9,9.94
2007,5,USA,Us airways,4,403,10,9.93
2007,5,TRS,Airtran airways,2,137,15,9.9
2007,5,CCA,Air china,1,68,15,9.9
2007,5,ANZ,Air new zealand,1,63,16,9.9
2007,5,AFR,Air france,1,62,16,9.89
2007,5,HAL,Hawaiian airlines,1,62,16,9.89
2007,5,NKS,Spirit airlines,1,62,16,9.89
2007,5,KLM,Klm royal dutch airlines,1,59,17,9.89
2007,5,QXE,Horizon air,3,176,17,9.89
2007,5,AWE,Us airways,15,807,19,9.88
2007,5,ASA,Alaska airlines,30,1454,21,9.86
2007,5,FFT,Frontier airlines,13,539,24,9.84
2007,5,UAL,United airlines,270,8997,30,9.8
2007,5,ACA,Air canada,16,488,33,9.78
2007,5,JBU,Jetblue,11,286,38,9.75
2007,5,DAL,Delta airlines,38,883,43,9.72
2007,5,COA,Continental air lines,40,862,46,9.7
2007,5,WWI,Worldwide jet charter,1,20,50,9.67
2007,5,NWA,Northwest airlines,46,819,56,9.63
2007,5,AAL,American airlines,121,2122,57,9.63
2007,5,MXA,Mexicana,8,138,58,9.62
2007,5,FWK,Flightworks,1,14,71,9.53
2007,5,TAI,Taca international airlines,7,69,101,9.33
2007,5,DLH,Lufthansa,13,124,105,9.31
2007,5,SCX,Sun country,7,62,113,9.26
2007,5,ABX,Airborne express,20,130,154,8.99
2007,5,AAR,Asiana airlines,8,43,186,8.78
2007,5,ASP,Airsprint,2,8,250,8.36
2007,5,DHL,Dhl,3,10,300,8.03
2007,5,JAL,Japan airlines,68,156,436,7.14
2007,5,FDX,Federal express,71,156,455,7.01
2007,5,CLX,Cargolux,9,18,500,6.72
2007,5,NCA,Nippon cargo airlines,40,76,526,6.55
2007,5,EVA,Eva airways,85,114,746,5.11
2007,5,CAL,China airlines,88,114,772,4.93
2007,5,SIA,Singapore airlines,96,124,774,4.92
2007,5,CKK,China cargo airlines,29,32,906,4.05
2007,5,PAL,Philippine airlines,74,75,987,3.53
2007,5,SOO,Southern air,4,4,1000,3.44
2007,5,KAL,Korean air,102,95,1074,2.95
2007,5,CPA,Cathay pacific airways,131,96,1365,1.05
2007,5,CKS,Kalitta air,75,51,1471,0.35
2007,5,QFA,Qantas airways,64,42,1524,0.0
2007,6,EJA,Netjets aviation,3,592,5,9.97
2007,6,EGF,American airlines eagle,2,324,6,9.96
2007,6,SKW,Skywest,49,7256,7,9.96
2007,6,TRS,Airtran airways,2,226,9,9.94
2007,6,TAG,Tag aviation,1,107,9,9.94
2007,6,CCA,Air china,1,66,15,9.91
2007,6,MEP,Midwest airlines,3,182,16,9.9
2007,6,ANA,All nippon airways,1,60,17,9.9
2007,6,KLM,Klm royal dutch airlines,1,60,17,9.9
2007,6,QXE,Horizon air,3,171,18,9.89
2007,6,FFT,Frontier airlines,10,559,18,9.89
2007,6,KHA,Kitty hawk aircargo,1,45,22,9.86
2007,6,AWE,Us airways,18,808,22,9.86
2007,6,ACA,Air canada,13,562,23,9.86
2007,6,USA,Us airways,12,508,24,9.85
2007,6,DAL,Delta airlines,29,970,30,9.81
2007,6,ANZ,Air new zealand,2,60,33,9.79
2007,6,BAW,British airways,4,120,33,9.79
2007,6,UAL,United airlines,324,8859,37,9.77
2007,6,JBU,Jetblue,11,300,37,9.77
2007,6,ASA,Alaska airlines,55,1492,37,9.77
2007,6,COA,Continental air lines,39,917,43,9.73
2007,6,AAL,American airlines,95,2010,47,9.7
2007,6,HAL,Hawaiian airlines,3,61,49,9.69
2007,6,NWA,Northwest airlines,45,880,51,9.68
2007,6,MXA,Mexicana,8,138,58,9.64
2007,6,ABX,Airborne express,7,84,83,9.48
2007,6,SCX,Sun country,6,59,102,9.36
2007,6,TAI,Taca international airlines,11,94,117,9.27
2007,6,DLH,Lufthansa,18,120,150,9.06
2007,6,AAR,Asiana airlines,8,42,190,8.81
2007,6,DHL,Dhl,14,52,269,8.32
2007,6,JAL,Japan airlines,53,156,340,7.88
2007,6,FDX,Federal express,59,151,391,7.56
2007,6,CKK,China cargo airlines,12,26,462,7.12
2007,6,NCA,Nippon cargo airlines,46,94,489,6.94
2007,6,CLX,Cargolux,13,18,722,5.49
2007,6,EVA,Eva airways,96,122,787,5.08
2007,6,CAL,China airlines,97,117,829,4.82
2007,6,KAL,Korean air,75,86,872,4.55
2007,6,SIA,Singapore airlines,105,120,875,4.53
2007,6,AMT,American trans air,2,2,1000,3.75
2007,6,SOO,Southern air,15,15,1000,3.75
2007,6,QFA,Qantas airways,66,60,1100,3.13
2007,6,CKS,Kalitta air,60,52,1157,2.77
2007,6,CPA,Cathay pacific airways,127,95,1337,1.64
2007,6,PAL,Philippine airlines,96,60,1600,0.0
2007,7,EGF,American airlines eagle,1,334,3,9.98
2007,7,EJA,Netjets aviation,2,617,3,9.98
2007,7,SKW,Skywest,38,7390,5,9.96
2007,7,BTA,Continental express,2,352,6,9.96
2007,7,ANA,All nippon airways,1,62,16,9.89
2007,7,NKS,Spirit airlines,1,62,16,9.89
2007,7,VIR,Virgin atlantic,1,62,16,9.89
2007,7,BAW,British airways,2,123,16,9.89
2007,7,MEP,Midwest airlines,3,184,16,9.89
2007,7,USA,Us airways,9,540,17,9.89
2007,7,QXE,Horizon air,3,175,17,9.88
2007,7,FFT,Frontier airlines,11,470,23,9.84
2007,7,MXA,Mexicana,4,140,29,9.8
2007,7,AFR,Air france,2,62,32,9.78
2007,7,HAL,Hawaiian airlines,2,62,32,9.78
2007,7,AWE,Us airways,29,852,34,9.77
2007,7,DAL,Delta airlines,38,1109,34,9.76
2007,7,ASH,Mesa aviation services,2,54,37,9.74
2007,7,UAL,United airlines,356,9043,39,9.73
2007,7,ASA,Alaska airlines,61,1538,40,9.73
2007,7,ACA,Air canada,32,741,43,9.7
2007,7,AAL,American airlines,99,2178,45,9.69
2007,7,TRS,Airtran airways,14,291,48,9.67
2007,7,NWA,Northwest airlines,44,910,48,9.67
2007,7,JBU,Jetblue,18,313,58,9.6
2007,7,COA,Continental air lines,63,955,66,9.55
2007,7,CCA,Air china,5,63,79,9.45
2007,7,DLH,Lufthansa,12,123,98,9.33
2007,7,TAI,Taca international airlines,13,120,108,9.25
2007,7,SCX,Sun country,11,84,131,9.1
2007,7,ABX,Airborne express,16,98,163,8.87
2007,7,GTI,Atlas air,1,4,250,8.28
2007,7,NCA,Nippon cargo airlines,22,71,310,7.86
2007,7,DHL,Dhl,12,38,316,7.82
2007,7,JAL,Japan airlines,54,156,346,7.61
2007,7,KAL,Korean air,27,78,346,7.61
2007,7,FDX,Federal express,72,142,507,6.5
2007,7,CLX,Cargolux,10,18,556,6.17
2007,7,AAR,Asiana airlines,38,66,576,6.03
2007,7,CKK,China cargo airlines,17,26,654,5.49
2007,7,CAL,China airlines,85,117,726,4.99
2007,7,SIA,Singapore airlines,95,123,772,4.67
2007,7,EVA,Eva airways,92,114,807,4.43
2007,7,QFA,Qantas airways,62,70,886,3.89
2007,7,SOO,Southern air,31,29,1069,2.63
2007,7,CPA,Cathay pacific airways,115,95,1211,1.65
2007,7,PAL,Philippine airlines,83,60,1383,0.46
2007,7,CKS,Kalitta air,29,20,1450,0.0
2007,8,EJA,Netjets aviation,1,571,2,9.99
2007,8,SKW,Skywest,33,7478,4,9.97
2007,8,USA,Us airways,3,544,6,9.96
2007,8,VRD,Virgin america,2,362,6,9.96
2007,8,QXE,Horizon air,1,174,6,9.96
2007,8,MXA,Mexicana,2,137,15,9.9
2007,8,LXJ,Flexjet,2,134,15,9.9
2007,8,BAW,British airways,2,123,16,9.89
2007,8,FFT,Frontier airlines,7,422,17,9.88
2007,8,VNR,Avantair,1,59,17,9.88
2007,8,TRS,Airtran airways,5,268,19,9.87
2007,8,SCX,Sun country,3,123,24,9.83
2007,8,DAL,Delta airlines,27,1089,25,9.83
2007,8,JBU,Jetblue,10,364,27,9.81
2007,8,ASA,Alaska airlines,41,1481,28,9.81
2007,8,AAL,American airlines,69,2144,32,9.78
2007,8,AFR,Air france,2,62,32,9.78
2007,8,NKS,Spirit airlines,2,60,33,9.77
2007,8,COA,Continental air lines,33,972,34,9.76
2007,8,UAL,United airlines,315,9190,34,9.76
2007,8,ACA,Air canada,28,744,38,9.74
2007,8,AWE,Us airways,33,843,39,9.73
2007,8,CCA,Air china,3,62,48,9.66
2007,8,NWA,Northwest airlines,50,809,62,9.57
2007,8,DLH,Lufthansa,10,124,81,9.44
2007,8,TAI,Taca international airlines,13,121,107,9.25
2007,8,ABX,Airborne express,18,146,123,9.14
2007,8,JAL,Japan airlines,42,142,296,7.94
2007,8,FDX,Federal express,48,153,314,7.81
2007,8,CKK,China cargo airlines,11,30,367,7.44
2007,8,NCA,Nippon cargo airlines,18,42,429,7.01
2007,8,CLX,Cargolux,9,20,450,6.86
2007,8,CCP,Champion air,1,2,500,6.52
2007,8,KAL,Korean air,48,92,522,6.36
2007,8,AAR,Asiana airlines,42,71,592,5.88
2007,8,SIA,Singapore airlines,87,122,713,5.03
2007,8,EVA,Eva airways,85,113,752,4.76
2007,8,CAL,China airlines,89,115,774,4.61
2007,8,CPA,Cathay pacific airways,106,96,1104,2.31
2007,8,QFA,Qantas airways,64,56,1143,2.04
2007,8,CKS,Kalitta air,27,22,1227,1.45
2007,8,SOO,Southern air,10,8,1250,1.29
2007,8,PAL,Philippine airlines,89,62,1435,-0.0
2007,9,USA,Us airways,1,400,3,9.98
2007,9,EGF,American airlines eagle,1,281,4,9.98
2007,9,SKW,Skywest,32,6779,5,9.97
2007,9,ASA,Alaska airlines,8,1255,6,9.96
2007,9,OPT,Flight options,1,132,8,9.95
2007,9,SWA,Southwest airlines,11,1062,10,9.93
2007,9,DAL,Delta airlines,11,966,11,9.92
2007,9,VRD,Virgin america,7,527,13,9.91
2007,9,TRS,Airtran airways,3,218,14,9.91
2007,9,ACA,Air canada,9,622,14,9.9
2007,9,AWE,Us airways,11,758,15,9.9
2007,9,QXE,Horizon air,2,123,16,9.89
2007,9,BAW,British airways,2,118,17,9.89
2007,9,JBU,Jetblue,6,350,17,9.89
2007,9,FFT,Frontier airlines,7,373,19,9.87
2007,9,COA,Continental air lines,16,818,20,9.87
2007,9,AAL,American airlines,51,2103,24,9.84
2007,9,UAL,United airlines,217,8387,26,9.83
2007,9,HAL,Hawaiian airlines,2,65,31,9.79
2007,9,NWA,Northwest airlines,23,654,35,9.77
2007,9,FIV,Citationshares,2,54,37,9.75
2007,9,MXA,Mexicana,5,134,37,9.75
2007,9,SCX,Sun country,6,120,50,9.67
2007,9,CCA,Air china,3,59,51,9.66
2007,9,CLX,Cargolux,1,16,63,9.58
2007,9,ABX,Airborne express,12,125,96,9.36
2007,9,DLH,Lufthansa,14,120,117,9.22
2007,9,TAI,Taca international airlines,9,71,127,9.15
2007,9,JAL,Japan airlines,32,144,222,8.52
2007,9,NCA,Nippon cargo airlines,18,80,225,8.5
2007,9,CKK,China cargo airlines,8,34,235,8.43
2007,9,FDX,Federal express,38,150,253,8.31
2007,9,KAL,Korean air,22,85,259,8.27
2007,9,AAR,Asiana airlines,40,65,615,5.9
2007,9,CAL,China airlines,76,111,685,5.44
2007,9,EVA,Eva airways,77,106,726,5.16
2007,9,SOO,Southern air,6,8,750,5.0
2007,9,SIA,Singapore airlines,90,119,756,4.96
2007,9,CPA,Cathay pacific airways,98,94,1043,3.05
2007,9,CKS,Kalitta air,21,18,1167,2.22
2007,9,PAL,Philippine airlines,78,62,1258,1.61
2007,9,QFA,Qantas airways,62,44,1409,0.61
2007,9,GTI,Atlas air,3,2,1500,0.0
2007,11,EJA,Netjets aviation,1,584,2,9.99
2007,11,SKW,Skywest,15,6592,2,9.98
2007,11,BTA,Continental express,1,344,3,9.98
2007,11,FFT,Frontier airlines,1,305,3,9.98
2007,11,SWA,Southwest airlines,9,1423,6,9.96
2007,11,EGF,American airlines eagle,2,246,8,9.95
2007,11,AWE,Us airways,6,648,9,9.94
2007,11,ACA,Air canada,4,407,10,9.93
2007,11,VRD,Virgin america,9,813,11,9.93
2007,11,DAL,Delta airlines,10,862,12,9.92
2007,11,USA,Us airways,6,430,14,9.91
2007,11,COA,Continental air lines,10,679,15,9.9
2007,11,TAI,Taca international airlines,1,66,15,9.9
2007,11,AAL,American airlines,32,2034,16,9.9
2007,11,JBU,Jetblue,5,287,17,9.88
2007,11,QXE,Horizon air,2,108,19,9.88
2007,11,UAL,United airlines,230,8244,28,9.82
2007,11,ASA,Alaska airlines,35,1184,30,9.8
2007,11,SCX,Sun country,4,114,35,9.77
2007,11,NWA,Northwest airlines,20,562,36,9.76
2007,11,MXA,Mexicana,6,130,46,9.69
2007,11,CCA,Air china,3,57,53,9.65
2007,11,BAW,British airways,7,114,61,9.59
2007,11,DHL,Dhl,2,28,71,9.53
2007,11,ABX,Airborne express,11,108,102,9.33
2007,11,DLH,Lufthansa,13,117,111,9.27
2007,11,JAL,Japan airlines,28,155,181,8.81
2007,11,SJJ,Spirit jets,2,11,182,8.8
2007,11,NCA,Nippon cargo airlines,22,78,282,8.13
2007,11,PAL,Philippine airlines,18,59,305,7.98
2007,11,FDX,Federal express,59,148,399,7.36
2007,11,KAL,Korean air,35,82,427,7.18
2007,11,AAR,Asiana airlines,25,49,510,6.63
2007,11,CKK,China cargo airlines,16,31,516,6.59
2007,11,CLX,Cargolux,11,18,611,5.96
2007,11,CPA,Cathay pacific airways,152,151,1007,3.34
2007,11,CKS,Kalitta air,35,29,1207,2.02
2007,11,EVA,Eva airways,130,107,1215,1.96
2007,11,SIA,Singapore airlines,138,106,1302,1.39
2007,11,CAL,China airlines,126,94,1340,1.13
2007,11,QFA,Qantas airways,62,41,1512,-0.0
2007,12,EJA,Netjets aviation,1,555,2,9.98
2007,12,SKW,Skywest,15,6929,2,9.98
2007,12,BTA,Continental express,1,322,3,9.97
2007,12,EGF,American airlines eagle,2,269,7,9.93
2007,12,VRD,Virgin america,7,914,8,9.93
2007,12,SCX,Sun country,1,123,8,9.93
2007,12,TRS,Airtran airways,1,112,9,9.92
2007,12,FFT,Frontier airlines,3,287,10,9.91
2007,12,SWA,Southwest airlines,16,1490,11,9.91
2007,12,USA,Us airways,5,435,11,9.9
2007,12,AWE,Us airways,9,710,13,9.89
2007,12,ACA,Air canada,6,450,13,9.88
2007,12,ANZ,Air new zealand,1,62,16,9.86
2007,12,MEP,Midwest airlines,1,62,16,9.86
2007,12,CCA,Air china,1,60,17,9.85
2007,12,DAL,Delta airlines,15,858,17,9.85
2007,12,JBU,Jetblue,7,300,23,9.79
2007,12,UAL,United airlines,228,8498,27,9.76
2007,12,COA,Continental air lines,22,760,29,9.74
2007,12,ASA,Alaska airlines,36,1223,29,9.74
2007,12,MXA,Mexicana,5,146,34,9.7
2007,12,AAL,American airlines,76,2016,38,9.67
2007,12,NWA,Northwest airlines,24,602,40,9.65
2007,12,BAW,British airways,5,118,42,9.63
2007,12,HAL,Hawaiian airlines,3,67,45,9.6
2007,12,DHL,Dhl,1,18,56,9.51
2007,12,ABX,Airborne express,7,105,67,9.41
2007,12,TAI,Taca international airlines,8,110,73,9.36
2007,12,DLH,Lufthansa,10,121,83,9.27
2007,12,FWK,Flightworks,1,8,125,8.9
2007,12,PAL,Philippine airlines,14,79,177,8.44
2007,12,FDX,Federal express,47,173,272,7.6
2007,12,JAL,Japan airlines,42,150,280,7.53
2007,12,KAL,Korean air,31,71,437,6.15
2007,12,ATN,Air transport international,1,2,500,5.59
2007,12,NCA,Nippon cargo airlines,32,62,516,5.44
2007,12,AAR,Asiana airlines,32,60,533,5.29
2007,12,SOO,Southern air,5,8,625,4.48
2007,12,CPA,Cathay pacific airways,120,156,769,3.21
2007,12,CKK,China cargo airlines,24,31,774,3.17
2007,12,EVA,Eva airways,99,112,884,2.2
2007,12,SIA,Singapore airlines,98,104,942,1.68
2007,12,QFA,Qantas airways,56,58,966,1.48
2007,12,CAL,China airlines,98,98,1000,1.17
2007,12,CKS,Kalitta air,17,17,1000,1.17
2007,12,CLX,Cargolux,17,15,1133,-0.0
2007,10,EJA,Netjets aviation,1,643,2,9.99
2007,10,SKW,Skywest,31,6994,4,9.98
2007,10,BTA,Continental express,2,357,6,9.97
2007,10,EGF,American airlines eagle,2,269,7,9.96
2007,10,MEP,Midwest airlines,1,118,8,9.96
2007,10,SWA,Southwest airlines,11,1036,11,9.95
2007,10,AWE,Us airways,9,720,13,9.94
2007,10,DAL,Delta airlines,12,908,13,9.93
2007,10,FFT,Frontier airlines,5,357,14,9.93
2007,10,VRD,Virgin america,11,747,15,9.93
2007,10,HAL,Hawaiian airlines,1,67,15,9.93
2007,10,ANZ,Air new zealand,1,61,16,9.92
2007,10,AFR,Air france,1,59,17,9.92
2007,10,QXE,Horizon air,2,106,19,9.91
2007,10,ASH,Mesa aviation services,1,48,21,9.9
2007,10,ACA,Air canada,11,516,21,9.89
2007,10,TRS,Airtran airways,5,207,24,9.88
2007,10,USA,Us airways,10,414,24,9.88
2007,10,JBU,Jetblue,9,347,26,9.87
2007,10,ASA,Alaska airlines,31,1126,28,9.86
2007,10,AAL,American airlines,68,2128,32,9.84
2007,10,BAW,British airways,4,118,34,9.83
2007,10,UAL,United airlines,287,8465,34,9.83
2007,10,SCX,Sun country,4,114,35,9.82
2007,10,COA,Continental air lines,33,794,42,9.79
2007,10,CCA,Air china,3,62,48,9.76
2007,10,MXA,Mexicana,8,144,56,9.72
2007,10,NWA,Northwest airlines,42,641,66,9.67
2007,10,TAI,Taca international airlines,7,70,100,9.5
2007,10,DLH,Lufthansa,14,123,114,9.43
2007,10,ABX,Airborne express,25,139,180,9.1
2007,10,JAL,Japan airlines,48,158,304,8.48
2007,10,CKK,China cargo airlines,10,30,333,8.33
2007,10,NCA,Nippon cargo airlines,29,86,337,8.31
2007,10,FDX,Federal express,52,148,351,8.24
2007,10,KAL,Korean air,30,71,423,7.89
2007,10,AAR,Asiana airlines,29,51,569,7.16
2007,10,CLX,Cargolux,10,15,667,6.67
2007,10,DDA,D & d aviation,4,5,800,6.0
2007,10,CAL,China airlines,100,110,909,5.45
2007,10,APW,Arrow airways,2,2,1000,5.0
2007,10,EVA,Eva airways,115,110,1045,4.77
2007,10,CKS,Kalitta air,31,28,1107,4.46
2007,10,SIA,Singapore airlines,115,100,1150,4.25
2007,10,CPA,Cathay pacific airways,146,121,1207,3.97
2007,10,SOO,Southern air,6,4,1500,2.5
2007,10,PAL,Philippine airlines,93,61,1525,2.38
2007,10,QFA,Qantas airways,84,42,2000,0.0
2008,1,SKW,Skywest,23,6516,4,9.98
